靡ㄩ絏	虏嘿	るら	厨筍瞯
M2300  	筿摸计   	20080807	   0.7462
M2300  	筿摸计   	20080808	   3.0768
M2300  	筿摸计   	20080811	   2.1420
M2300  	筿摸计   	20080812	   0.3957
M2300  	筿摸计   	20080813	   0.2426
M2300  	筿摸计   	20080814	  -0.0538
M2300  	筿摸计   	20080815	  -1.8932
M2300  	筿摸计   	20080818	  -2.0291
M2300  	筿摸计   	20080819	  -0.4618
M2300  	筿摸计   	20080820	   0.8260
M2300  	筿摸计   	20080821	  -1.6663
M2300  	筿摸计   	20080822	  -0.2021
M2300  	筿摸计   	20080825	   1.2895
M2300  	筿摸计   	20080826	  -0.3121
M2300  	筿摸计   	20080827	   2.2234
M2300  	筿摸计   	20080828	  -0.8879
M2300  	筿摸计   	20080829	  -0.4514
M2300  	筿摸计   	20080901	  -4.3601
M2300  	筿摸计   	20080902	  -2.1226
M2300  	筿摸计   	20080903	  -1.1365
M2300  	筿摸计   	20080904	  -2.1069
M2300  	筿摸计   	20080905	  -0.8470
M2300  	筿摸计   	20080908	   5.6071
M2300  	筿摸计   	20080909	  -4.0666
M2300  	筿摸计   	20080910	  -0.0805
M2300  	筿摸计   	20080911	  -3.0763
M2300  	筿摸计   	20080912	   0.4868
M2300  	筿摸计   	20080915	  -4.0290
M2300  	筿摸计   	20080916	  -4.0463
M2300  	筿摸计   	20080917	   1.5696
M2300  	筿摸计   	20080918	  -1.8190
M2300  	筿摸计   	20080919	   5.6182
M2300  	筿摸计   	20080922	   2.0912
M2300  	筿摸计   	20080923	   1.3603
M2300  	筿摸计   	20080924	  -0.6710
M2300  	筿摸计   	20080925	  -1.0350
M2300  	筿摸计   	20080926	  -2.3472
M2300  	筿摸计   	20080930	  -3.7322
M2300  	筿摸计   	20081001	   0.8535
M2300  	筿摸计   	20081002	  -1.8399
M2300  	筿摸计   	20081003	   1.0852
M2300  	筿摸计   	20081006	  -4.3323
M2300  	筿摸计   	20081007	   0.8250
M2300  	筿摸计   	20081008	  -5.7408
M2300  	筿摸计   	20081009	  -1.6661
M2300  	筿摸计   	20081013	  -1.8937
M2300  	筿摸计   	20081014	   5.4327
M2300  	筿摸计   	20081015	  -0.9865
M2300  	筿摸计   	20081016	  -3.3227
M2300  	筿摸计   	20081017	  -2.7562
M2300  	筿摸计   	20081020	  -0.3155
M2300  	筿摸计   	20081021	  -0.2077
M2300  	筿摸计   	20081022	  -1.8978
M2300  	筿摸计   	20081023	  -2.8387
M2300  	筿摸计   	20081024	  -3.2179
M2300  	筿摸计   	20081027	  -5.0008
M2300  	筿摸计   	20081028	   1.3909
M2300  	筿摸计   	20081029	  -0.2398
M2300  	筿摸计   	20081030	   6.0596
M2300  	筿摸计   	20081031	   3.4839
M2300  	筿摸计   	20081103	   1.3293
M2300  	筿摸计   	20081104	  -0.2865
M2300  	筿摸计   	20081105	  -1.1039
M2300  	筿摸计   	20081106	  -6.0757
M2300  	筿摸计   	20081107	   0.1302
M2300  	筿摸计   	20081110	  -1.6151
M2300  	筿摸计   	20081111	  -2.1429
M2300  	筿摸计   	20081112	   0.2308
M2300  	筿摸计   	20081113	  -4.5717
M2300  	筿摸计   	20081114	   0.1177
M2300  	筿摸计   	20081117	  -1.8694
M2300  	筿摸计   	20081118	  -4.8284
M2300  	筿摸计   	20081119	  -0.6861
M2300  	筿摸计   	20081120	  -4.5950
M2300  	筿摸计   	20081121	   4.1254
M2300  	筿摸计   	20081124	  -1.0208
M2300  	筿摸计   	20081125	   3.8868
M2300  	筿摸计   	20081126	  -0.4964
M2300  	筿摸计   	20081127	   4.5520
M2300  	筿摸计   	20081128	   0.6322
M2300  	筿摸计   	20081201	   0.4623
M2300  	筿摸计   	20081202	  -4.8788
M2300  	筿摸计   	20081203	  -2.2389
M2300  	筿摸计   	20081204	  -0.1649
M2300  	筿摸计   	20081205	  -0.8642
M2300  	筿摸计   	20081208	   5.3074
M2300  	筿摸计   	20081209	   1.6495
M2300  	筿摸计   	20081210	   5.1138
M2300  	筿摸计   	20081211	   0.9058
M2300  	筿摸计   	20081212	  -4.5447
M2300  	筿摸计   	20081215	   3.7260
M2300  	筿摸计   	20081216	   0.3934
M2300  	筿摸计   	20081217	   0.8690
M2300  	筿摸计   	20081218	   0.4561
M2300  	筿摸计   	20081219	   0.1569
M2300  	筿摸计   	20081222	  -2.8373
M2300  	筿摸计   	20081223	  -3.0066
M2300  	筿摸计   	20081224	   0.0297
M2300  	筿摸计   	20081225	  -0.2375
M2300  	筿摸计   	20081226	   0.3689
M2300  	筿摸计   	20081229	  -0.2905
M2300  	筿摸计   	20081230	   3.9838
M2300  	筿摸计   	20081231	   0.4231
M2300  	筿摸计   	20090105	   3.1602
M2300  	筿摸计   	20090106	   0.4471
M2300  	筿摸计   	20090107	   0.9726
M2300  	筿摸计   	20090108	  -5.5347
M2300  	筿摸计   	20090109	  -0.9679
M2300  	筿摸计   	20090110	  -0.6050
M2300  	筿摸计   	20090112	   0.0644
M2300  	筿摸计   	20090113	   2.6496
M2300  	筿摸计   	20090114	  -0.4843
M2300  	筿摸计   	20090115	  -4.1569
M2300  	筿摸计   	20090116	   1.5353
M2300  	筿摸计   	20090117	  -0.2118
M2300  	筿摸计   	20090119	   0.3361
M2300  	筿摸计   	20090120	  -2.6385
M2300  	筿摸计   	20090121	   0.0241
M2300  	筿摸计   	20090202	   1.3396
M2300  	筿摸计   	20090203	   2.7093
M2300  	筿摸计   	20090204	   0.6725
M2300  	筿摸计   	20090205	  -0.9963
M2300  	筿摸计   	20090206	   3.2399
M2300  	筿摸计   	20090209	   1.3635
M2300  	筿摸计   	20090210	   0.6837
M2300  	筿摸计   	20090211	   1.8770
M2300  	筿摸计   	20090212	  -2.7745
M2300  	筿摸计   	20090213	   3.2549
M2300  	筿摸计   	20090216	   0.3185
M2300  	筿摸计   	20090217	  -2.9271
M2300  	筿摸计   	20090218	   0.4767
M2300  	筿摸计   	20090219	   1.4840
M2300  	筿摸计   	20090220	  -2.1200
M2300  	筿摸计   	20090223	   1.9105
M2300  	筿摸计   	20090224	  -1.1008
M2300  	筿摸计   	20090225	   1.1296
M2300  	筿摸计   	20090226	   0.9154
M2300  	筿摸计   	20090227	   1.3984
M2300  	筿摸计   	20090302	  -2.0554
M2300  	筿摸计   	20090303	   0.9079
M2300  	筿摸计   	20090304	   3.0817
M2300  	筿摸计   	20090305	   1.8763
M2300  	筿摸计   	20090306	   1.4827
M2300  	筿摸计   	20090309	  -1.2183
M2300  	筿摸计   	20090310	   0.4145
M2300  	筿摸计   	20090311	   0.7900
M2300  	筿摸计   	20090312	   0.3337
M2300  	筿摸计   	20090313	   2.8979
M2300  	筿摸计   	20090316	   0.6514
M2300  	筿摸计   	20090317	   0.8710
M2300  	筿摸计   	20090318	   0.5065
M2300  	筿摸计   	20090319	  -0.7728
M2300  	筿摸计   	20090320	  -2.2445
M2300  	筿摸计   	20090323	   3.8151
M2300  	筿摸计   	20090324	   2.0782
M2300  	筿摸计   	20090325	   2.7083
M2300  	筿摸计   	20090326	   0.7774
M2300  	筿摸计   	20090327	  -0.0406
M2300  	筿摸计   	20090330	  -2.9290
M2300  	筿摸计   	20090331	  -0.0372
M2300  	筿摸计   	20090401	   1.4139
M2300  	筿摸计   	20090402	   1.7060
M2300  	筿摸计   	20090403	   0.3878
M2300  	筿摸计   	20090406	   0.0719
M2300  	筿摸计   	20090407	   0.4848
M2300  	筿摸计   	20090408	  -2.2424
M2300  	筿摸计   	20090409	   4.0302
M2300  	筿摸计   	20090410	   1.1069
M2300  	筿摸计   	20090413	   1.2902
M2300  	筿摸计   	20090414	   1.2824
M2300  	筿摸计   	20090415	  -0.4404
M2300  	筿摸计   	20090416	   1.3993
M2300  	筿摸计   	20090417	  -3.3263
M2300  	筿摸计   	20090420	   1.1976
M2300  	筿摸计   	20090421	   1.5307
M2300  	筿摸计   	20090422	   0.2956
M2300  	筿摸计   	20090423	   0.4295
M2300  	筿摸计   	20090424	  -0.1845
M2300  	筿摸计   	20090427	  -2.5916
M2300  	筿摸计   	20090428	  -1.2375
M2300  	筿摸计   	20090429	  -0.1659
M2300  	筿摸计   	20090430	   6.7480
M2300  	筿摸计   	20090504	   5.1907
M2300  	筿摸计   	20090505	   0.1402
M2300  	筿摸计   	20090506	   2.5474
M2300  	筿摸计   	20090507	  -0.7358
M2300  	筿摸计   	20090508	   0.8406
M2300  	筿摸计   	20090511	   0.0530
M2300  	筿摸计   	20090512	  -3.2226
M2300  	筿摸计   	20090513	   1.0565
M2300  	筿摸计   	20090514	  -1.6998
M2300  	筿摸计   	20090515	   1.5480
M2300  	筿摸计   	20090518	   1.2878
M2300  	筿摸计   	20090519	   1.2025
M2300  	筿摸计   	20090520	   0.6547
M2300  	筿摸计   	20090521	   0.3835
M2300  	筿摸计   	20090522	   0.4419
M2300  	筿摸计   	20090525	  -0.9769
M2300  	筿摸计   	20090526	  -0.9602
M2300  	筿摸计   	20090527	   3.5967
M2300  	筿摸计   	20090601	   0.5725
M2300  	筿摸计   	20090602	   0.1058
M2300  	筿摸计   	20090603	  -0.4739
M2300  	筿摸计   	20090604	  -1.5639
M2300  	筿摸计   	20090605	   0.0223
M2300  	筿摸计   	20090606	   1.1978
M2300  	筿摸计   	20090608	  -2.9481
M2300  	筿摸计   	20090609	  -3.0263
M2300  	筿摸计   	20090610	   0.9061
M2300  	筿摸计   	20090611	   1.3122
M2300  	筿摸计   	20090612	  -2.0593
M2300  	筿摸计   	20090615	  -3.9087
M2300  	筿摸计   	20090616	  -0.2476
M2300  	筿摸计   	20090617	  -1.0622
M2300  	筿摸计   	20090618	  -0.3908
M2300  	筿摸计   	20090619	   1.1191
M2300  	筿摸计   	20090622	   2.5605
M2300  	筿摸计   	20090623	  -1.8874
M2300  	筿摸计   	20090624	   2.1753
M2300  	筿摸计   	20090625	   1.1161
M2300  	筿摸计   	20090626	  -0.0943
M2300  	筿摸计   	20090629	  -1.5138
M2300  	筿摸计   	20090630	   1.4253
M2300  	筿摸计   	20090701	   2.2437
M2300  	筿摸计   	20090702	   1.2204
M2300  	筿摸计   	20090703	  -0.1864
M2300  	筿摸计   	20090706	  -0.3506
M2300  	筿摸计   	20090707	   1.5258
M2300  	筿摸计   	20090708	  -0.1318
M2300  	筿摸计   	20090709	   1.2144
M2300  	筿摸计   	20090710	   0.6633
M2300  	筿摸计   	20090713	  -2.5060
M2300  	筿摸计   	20090714	   2.1680
M2300  	筿摸计   	20090715	   0.7990
M2300  	筿摸计   	20090716	   0.8996
M2300  	筿摸计   	20090717	   1.0633
M2300  	筿摸计   	20090720	   0.9111
M2300  	筿摸计   	20090721	   0.1612
M2300  	筿摸计   	20090722	   0.4543
M2300  	筿摸计   	20090723	   0.1709
M2300  	筿摸计   	20090724	   0.0782
M2300  	筿摸计   	20090727	   0.9164
M2300  	筿摸计   	20090728	   2.0485
M2300  	筿摸计   	20090729	  -0.9968
M2300  	筿摸计   	20090730	  -0.8152
M2300  	筿摸计   	20090731	   1.1697
M2300  	筿摸计   	20090803	  -1.1527
M2300  	筿摸计   	20090804	  -2.4481
M2300  	筿摸计   	20090805	  -1.2962
M2300  	筿摸计   	20090806	   0.5836
M2300  	筿摸计   	20090810	   0.2901
M2300  	筿摸计   	20090811	   0.7377
M2300  	筿摸计   	20090812	   0.2585
M2300  	筿摸计   	20090813	   1.8188
M2300  	筿摸计   	20090814	   0.0141
M2300  	筿摸计   	20090817	  -1.9056
M2300  	筿摸计   	20090818	  -1.9391
M2300  	筿摸计   	20090819	   0.3180
M2300  	筿摸计   	20090820	  -0.2186
M2300  	筿摸计   	20090821	  -1.1685
M2300  	筿摸计   	20090824	   2.3905
M2300  	筿摸计   	20090825	  -0.0469
M2300  	筿摸计   	20090826	  -1.1083
M2300  	筿摸计   	20090827	  -0.1314
M2300  	筿摸计   	20090828	   1.8789
M2300  	筿摸计   	20090831	   0.3086
M2300  	筿摸计   	20090901	   3.4947
M2300  	筿摸计   	20090902	   0.0899
M2300  	筿摸计   	20090903	   0.8736
M2300  	筿摸计   	20090904	   1.0988
M2300  	筿摸计   	20090907	   0.7889
M2300  	筿摸计   	20090908	   0.9205
M2300  	筿摸计   	20090909	  -1.3482
M2300  	筿摸计   	20090910	   0.4994
M2300  	筿摸计   	20090911	  -0.4331
M2300  	筿摸计   	20090914	  -0.8430
M2300  	筿摸计   	20090915	   1.4079
M2300  	筿摸计   	20090916	   1.0899
M2300  	筿摸计   	20090917	   0.2687
M2300  	筿摸计   	20090918	   0.9297
M2300  	筿摸计   	20090921	  -0.2426
M2300  	筿摸计   	20090922	  -0.5521
M2300  	筿摸计   	20090923	  -0.6873
M2300  	筿摸计   	20090924	  -0.6654
M2300  	筿摸计   	20090925	   0.1139
M2300  	筿摸计   	20090928	  -1.2011
M2300  	筿摸计   	20090929	   2.3907
M2300  	筿摸计   	20090930	   1.2435
M2300  	筿摸计   	20091001	  -0.0817
M2300  	筿摸计   	20091002	  -1.7948
M2300  	筿摸计   	20091005	   0.2164
M2300  	筿摸计   	20091006	   1.4350
M2300  	筿摸计   	20091007	   0.0950
M2300  	筿摸计   	20091008	  -1.9336
M2300  	筿摸计   	20091009	   0.4938
M2300  	筿摸计   	20091012	   0.4947
M2300  	筿摸计   	20091013	   0.5550
M2300  	筿摸计   	20091014	   1.5309
M2300  	筿摸计   	20091015	   0.3236
M2300  	筿摸计   	20091016	  -0.2774
M2300  	筿摸计   	20091019	   0.7212
M2300  	筿摸计   	20091020	   0.3051
M2300  	筿摸计   	20091021	  -0.6659
M2300  	筿摸计   	20091022	  -1.2504
M2300  	筿摸计   	20091023	   0.3623
M2300  	筿摸计   	20091026	  -0.1008
M2300  	筿摸计   	20091027	   0.1237
M2300  	筿摸计   	20091028	  -1.6646
M2300  	筿摸计   	20091029	  -1.9308
M2300  	筿摸计   	20091030	   0.0809
M2300  	筿摸计   	20091102	   0.0707
M2300  	筿摸计   	20091103	  -0.2861
M2300  	筿摸计   	20091104	   1.5528
M2300  	筿摸计   	20091105	  -0.3856
M2300  	筿摸计   	20091106	   0.4338
M2300  	筿摸计   	20091109	   0.3688
M2300  	筿摸计   	20091110	   0.9766
M2300  	筿摸计   	20091111	   1.1835
M2300  	筿摸计   	20091112	  -0.0842
M2300  	筿摸计   	20091113	   0.3016
M2300  	筿摸计   	20091116	   1.7070
M2300  	筿摸计   	20091117	  -0.5213
M2300  	筿摸计   	20091118	   0.5560
M2300  	筿摸计   	20091119	   0.1748
M2300  	筿摸计   	20091120	  -0.9326
M2300  	筿摸计   	20091123	   0.3458
M2300  	筿摸计   	20091124	   0.1564
M2300  	筿摸计   	20091125	   0.4333
M2300  	筿摸计   	20091126	   0.0730
M2300  	筿摸计   	20091127	  -2.7959
M2300  	筿摸计   	20091130	   1.3729
M2300  	筿摸计   	20091201	   0.5951
M2300  	筿摸计   	20091202	   0.2974
M2300  	筿摸计   	20091203	   0.0925
M2300  	筿摸计   	20091204	  -0.3026
M2300  	筿摸计   	20091207	   1.9011
M2300  	筿摸计   	20091208	   0.0909
M2300  	筿摸计   	20091209	   0.5514
M2300  	筿摸计   	20091210	  -1.3927
M2300  	筿摸计   	20091211	   1.5134
M2300  	筿摸计   	20091214	   0.0342
M2300  	筿摸计   	20091215	  -0.2302
M2300  	筿摸计   	20091216	  -0.4148
M2300  	筿摸计   	20091217	   0.0094
M2300  	筿摸计   	20091218	   0.1409
M2300  	筿摸计   	20091221	   0.7348
M2300  	筿摸计   	20091222	   0.9343
M2300  	筿摸计   	20091223	   0.9564
M2300  	筿摸计   	20091224	   0.8956
M2300  	筿摸计   	20091225	   0.2929
M2300  	筿摸计   	20091228	   0.8098
M2300  	筿摸计   	20091229	   0.1284
M2300  	筿摸计   	20091230	   0.8500
M2300  	筿摸计   	20091231	   0.9463
M2300  	筿摸计   	20100104	   0.1992
M2300  	筿摸计   	20100105	  -0.4415
M2300  	筿摸计   	20100106	   1.0131
M2300  	筿摸计   	20100107	  -1.3693
M2300  	筿摸计   	20100108	   0.2417
M2300  	筿摸计   	20100111	   0.4264
M2300  	筿摸计   	20100112	   0.0908
M2300  	筿摸计   	20100113	  -1.1847
M2300  	筿摸计   	20100114	   1.6726
M2300  	筿摸计   	20100115	   1.1326
M2300  	筿摸计   	20100118	  -0.1958
M2300  	筿摸计   	20100119	  -1.3327
M2300  	筿摸计   	20100120	  -0.1433
M2300  	筿摸计   	20100121	  -1.4463
M2300  	筿摸计   	20100122	  -2.7391
M2300  	筿摸计   	20100125	  -0.3268
M2300  	筿摸计   	20100126	  -3.3403
M2300  	筿摸计   	20100127	  -0.8592
M2300  	筿摸计   	20100128	   2.0978
M2300  	筿摸计   	20100129	  -0.7455
M2300  	筿摸计   	20100201	  -1.9628
M2300  	筿摸计   	20100202	  -0.9463
M2300  	筿摸计   	20100203	   2.1935
M2300  	筿摸计   	20100204	  -0.1940
M2300  	筿摸计   	20100205	  -4.3426
M2300  	筿摸计   	20100206	   0.2398
M2300  	筿摸计   	20100208	  -0.2957
M2300  	筿摸计   	20100209	   2.0062
M2300  	筿摸计   	20100210	   1.0062
M2300  	筿摸计   	20100222	   0.9509
M2300  	筿摸计   	20100223	   0.2339
M2300  	筿摸计   	20100224	  -1.1380
M2300  	筿摸计   	20100225	  -1.6167
M2300  	筿摸计   	20100226	  -0.1906
M2300  	筿摸计   	20100301	   2.0316
M2300  	筿摸计   	20100302	   0.5260
M2300  	筿摸计   	20100303	  -0.1284
M2300  	筿摸计   	20100304	  -0.6332
M2300  	筿摸计   	20100305	   1.2972
M2300  	筿摸计   	20100308	   1.9288
M2300  	筿摸计   	20100309	   0.2788
M2300  	筿摸计   	20100310	  -0.0500
M2300  	筿摸计   	20100311	  -0.1625
M2300  	筿摸计   	20100312	  -0.1785
M2300  	筿摸计   	20100315	  -1.5902
M2300  	筿摸计   	20100316	   0.7458
M2300  	筿摸计   	20100317	   2.1070
M2300  	筿摸计   	20100318	   0.4369
M2300  	筿摸计   	20100319	   0.1851
M2300  	筿摸计   	20100322	  -0.9576
M2300  	筿摸计   	20100323	  -0.1057
M2300  	筿摸计   	20100324	   0.1556
M2300  	筿摸计   	20100325	   0.4506
M2300  	筿摸计   	20100326	   0.7022
M2300  	筿摸计   	20100329	   0.5714
M2300  	筿摸计   	20100330	   0.0153
M2300  	筿摸计   	20100331	  -0.3909
M2300  	筿摸计   	20100401	   1.1344
M2300  	筿摸计   	20100402	   0.1910
M2300  	筿摸计   	20100406	   1.0742
M2300  	筿摸计   	20100407	   0.2036
M2300  	筿摸计   	20100408	  -1.4729
M2300  	筿摸计   	20100409	   0.4184
M2300  	筿摸计   	20100412	   0.1842
M2300  	筿摸计   	20100413	  -1.1574
M2300  	筿摸计   	20100414	   0.9361
M2300  	筿摸计   	20100415	   0.6828
M2300  	筿摸计   	20100416	  -0.8942
M2300  	筿摸计   	20100419	  -2.7067
M2300  	筿摸计   	20100420	   1.0207
M2300  	筿摸计   	20100421	   1.5002
M2300  	筿摸计   	20100422	   0.2701
M2300  	筿摸计   	20100423	   0.5599
M2300  	筿摸计   	20100426	   1.7517
M2300  	筿摸计   	20100427	  -0.1094
M2300  	筿摸计   	20100428	  -0.6337
M2300  	筿摸计   	20100429	  -0.6318
M2300  	筿摸计   	20100430	  -1.0947
M2300  	筿摸计   	20100503	  -0.6216
M2300  	筿摸计   	20100504	  -0.0305
M2300  	筿摸计   	20100505	  -3.1529
M2300  	筿摸计   	20100506	  -1.7208
M2300  	筿摸计   	20100507	   0.0289
M2300  	筿摸计   	20100510	   1.3080
M2300  	筿摸计   	20100511	  -0.6867
M2300  	筿摸计   	20100512	  -0.3473
M2300  	筿摸计   	20100513	   2.0336
M2300  	筿摸计   	20100514	  -0.0125
M2300  	筿摸计   	20100517	  -2.5042
M2300  	筿摸计   	20100518	  -0.5786
M2300  	筿摸计   	20100519	  -0.4915
M2300  	筿摸计   	20100520	  -1.5597
M2300  	筿摸计   	20100521	  -2.2709
M2300  	筿摸计   	20100524	   1.3375
M2300  	筿摸计   	20100525	  -3.0896
M2300  	筿摸计   	20100526	   1.6817
M2300  	筿摸计   	20100527	   0.9369
M2300  	筿摸计   	20100528	   0.7137
M2300  	筿摸计   	20100531	   0.9815
M2300  	筿摸计   	20100601	  -0.7578
M2300  	筿摸计   	20100602	  -1.5073
M2300  	筿摸计   	20100603	   2.4809
M2300  	筿摸计   	20100604	  -0.1349
M2300  	筿摸计   	20100607	  -2.8786
M2300  	筿摸计   	20100608	  -0.6850
M2300  	筿摸计   	20100609	  -0.9868
M2300  	筿摸计   	20100610	   1.6174
M2300  	筿摸计   	20100611	   1.5509
M2300  	筿摸计   	20100614	   0.8221
M2300  	筿摸计   	20100615	   0.7392
M2300  	筿摸计   	20100617	   0.7666
M2300  	筿摸计   	20100618	  -0.0457
M2300  	筿摸计   	20100621	   1.7543
M2300  	筿摸计   	20100622	  -0.5265
M2300  	筿摸计   	20100623	  -0.3776
M2300  	筿摸计   	20100624	  -0.0648
M2300  	筿摸计   	20100625	  -1.5431
M2300  	筿摸计   	20100628	  -0.3062
M2300  	筿摸计   	20100629	  -0.6837
M2300  	筿摸计   	20100630	  -1.7459
M2300  	筿摸计   	20100701	  -1.0627
M2300  	筿摸计   	20100702	   0.5816
M2300  	筿摸计   	20100705	   1.6291
M2300  	筿摸计   	20100706	   1.2349
M2300  	筿摸计   	20100707	   0.0298
M2300  	筿摸计   	20100708	   1.6954
M2300  	筿摸计   	20100709	   0.6402
M2300  	筿摸计   	20100712	   0.0807
M2300  	筿摸计   	20100713	  -0.6033
M2300  	筿摸计   	20100714	   1.5419
M2300  	筿摸计   	20100715	  -0.3229
M2300  	筿摸计   	20100716	  -1.0487
M2300  	筿摸计   	20100719	  -0.0940
M2300  	筿摸计   	20100720	   1.1062
M2300  	筿摸计   	20100721	  -0.1989
M2300  	筿摸计   	20100722	  -0.6141
M2300  	筿摸计   	20100723	   1.4654
M2300  	筿摸计   	20100726	   0.5962
M2300  	筿摸计   	20100727	  -0.0285
M2300  	筿摸计   	20100728	  -0.0190
M2300  	筿摸计   	20100729	  -0.0254
M2300  	筿摸计   	20100730	  -0.5455
M2300  	筿摸计   	20100802	   1.6551
M2300  	筿摸计   	20100803	   0.2823
M2300  	筿摸计   	20100804	  -0.3441
M2300  	筿摸计   	20100805	  -0.6152
M2300  	筿摸计   	20100806	   0.0726
M2300  	筿摸计   	20100809	   0.5113
M2300  	筿摸计   	20100810	  -1.0205
M2300  	筿摸计   	20100811	  -0.8756
M2300  	筿摸计   	20100812	  -1.0914
M2300  	筿摸计   	20100813	   0.8996
M2300  	筿摸计   	20100816	   0.5259
M2300  	筿摸计   	20100817	  -0.2584
M2300  	筿摸计   	20100818	   0.0928
M2300  	筿摸计   	20100819	   0.7925
M2300  	筿摸计   	20100820	  -0.3963
M2300  	筿摸计   	20100823	   0.0891
M2300  	筿摸计   	20100824	  -0.5629
M2300  	筿摸计   	20100825	  -2.0340
M2300  	筿摸计   	20100826	  -0.4668
M2300  	筿摸计   	20100827	   0.0754
M2300  	筿摸计   	20100830	  -0.0492
M2300  	筿摸计   	20100831	  -2.2756
M2300  	筿摸计   	20100901	   0.3053
M2300  	筿摸计   	20100902	   0.7025
M2300  	筿摸计   	20100903	   2.2223
M2300  	筿摸计   	20100906	   0.6467
M2300  	筿摸计   	20100907	  -0.3422
M2300  	筿摸计   	20100908	  -0.2851
M2300  	筿摸计   	20100909	   0.2567
M2300  	筿摸计   	20100910	   0.6741
M2300  	筿摸计   	20100913	   2.4368
M2300  	筿摸计   	20100914	   0.6034
M2300  	筿摸计   	20100915	   0.2530
M2300  	筿摸计   	20100916	  -0.8413
M2300  	筿摸计   	20100917	   0.6630
M2300  	筿摸计   	20100920	   0.1217
M2300  	筿摸计   	20100921	   0.3118
M2300  	筿摸计   	20100923	   0.0622
M2300  	筿摸计   	20100924	  -0.8138
M2300  	筿摸计   	20100927	   0.0752
M2300  	筿摸计   	20100928	   0.2316
M2300  	筿摸计   	20100929	   0.7711
M2300  	筿摸计   	20100930	   0.1890
M2300  	筿摸计   	20101001	  -0.1948
M2300  	筿摸计   	20101004	  -1.0038
M2300  	筿摸计   	20101005	  -0.6291
M2300  	筿摸计   	20101006	   0.8409
M2300  	筿摸计   	20101007	  -0.0718
M2300  	筿摸计   	20101008	  -0.3407
M2300  	筿摸计   	20101011	  -0.4767
M2300  	筿摸计   	20101012	  -1.1785
M2300  	筿摸计   	20101013	   0.0159
M2300  	筿摸计   	20101014	   0.8481
M2300  	筿摸计   	20101015	  -0.6639
M2300  	筿摸计   	20101018	  -1.9032
M2300  	筿摸计   	20101019	   0.1168
M2300  	筿摸计   	20101020	   1.5976
M2300  	筿摸计   	20101021	  -0.2392
M2300  	筿摸计   	20101022	   0.5787
M2300  	筿摸计   	20101025	   1.7643
M2300  	筿摸计   	20101026	   0.1499
M2300  	筿摸计   	20101027	  -0.6893
M2300  	筿摸计   	20101028	   1.3662
M2300  	筿摸计   	20101029	  -0.5918
M2300  	筿摸计   	20101101	   0.8509
M2300  	筿摸计   	20101102	  -0.7695
M2300  	筿摸计   	20101103	  -0.7537
M2300  	筿摸计   	20101104	   0.8630
M2300  	筿摸计   	20101105	   0.4138
M2300  	筿摸计   	20101108	  -1.1991
M2300  	筿摸计   	20101109	   0.5175
M2300  	筿摸计   	20101110	   0.5429
M2300  	筿摸计   	20101111	  -0.2576
M2300  	筿摸计   	20101112	  -1.0018
M2300  	筿摸计   	20101115	   0.0063
M2300  	筿摸计   	20101116	   0.7699
M2300  	筿摸计   	20101117	  -0.5551
M2300  	筿摸计   	20101118	   0.0408
M2300  	筿摸计   	20101119	   0.6488
M2300  	筿摸计   	20101122	   1.1772
M2300  	筿摸计   	20101123	  -0.5048
M2300  	筿摸计   	20101124	  -0.6095
M2300  	筿摸计   	20101125	   1.1890
M2300  	筿摸计   	20101126	  -0.1107
M2300  	筿摸计   	20101129	   0.3480
M2300  	筿摸计   	20101130	  -0.1504
M2300  	筿摸计   	20101201	   1.2140
M2300  	筿摸计   	20101202	   0.8958
M2300  	筿摸计   	20101203	   1.2008
M2300  	筿摸计   	20101206	   0.2468
M2300  	筿摸计   	20101207	  -0.1810
M2300  	筿摸计   	20101208	   0.2348
M2300  	筿摸计   	20101209	   0.9458
M2300  	筿摸计   	20101210	   0.0646
M2300  	筿摸计   	20101213	   0.1937
M2300  	筿摸计   	20101214	  -0.1406
M2300  	筿摸计   	20101215	  -0.3432
M2300  	筿摸计   	20101216	   0.4386
M2300  	筿摸计   	20101217	   0.3810
M2300  	筿摸计   	20101220	  -0.9256
M2300  	筿摸计   	20101221	   0.6513
M2300  	筿摸计   	20101222	   0.6705
M2300  	筿摸计   	20101223	   0.3956
M2300  	筿摸计   	20101224	  -0.5649
M2300  	筿摸计   	20101227	  -0.3671
M2300  	筿摸计   	20101228	  -0.1813
M2300  	筿摸计   	20101229	  -1.0605
M2300  	筿摸计   	20101230	   0.6100
M2300  	筿摸计   	20101231	   0.4267
M2300  	筿摸计   	20110103	  -0.2755
M2300  	筿摸计   	20110104	   0.2615
M2300  	筿摸计   	20110105	  -1.6883
M2300  	筿摸计   	20110106	   0.4561
M2300  	筿摸计   	20110107	  -0.0623
M2300  	筿摸计   	20110110	   0.3593
M2300  	筿摸计   	20110111	   1.4144
M2300  	筿摸计   	20110112	   0.0671
M2300  	筿摸计   	20110113	   0.0000
M2300  	筿摸计   	20110114	  -0.0437
M2300  	筿摸计   	20110117	   0.0554
M2300  	筿摸计   	20110118	   0.5539
M2300  	筿摸计   	20110119	   1.3221
M2300  	筿摸计   	20110120	  -0.9271
M2300  	筿摸计   	20110121	  -0.9214
M2300  	筿摸计   	20110124	  -0.0612
M2300  	筿摸计   	20110125	   0.3909
