靡ㄩ絏	虏嘿	るら	厨筍瞯
M2300  	筿摸计   	20030430	   0.0057
M2300  	筿摸计   	20030502	   0.5116
M2300  	筿摸计   	20030505	   0.1544
M2300  	筿摸计   	20030506	   0.0799
M2300  	筿摸计   	20030507	   1.1182
M2300  	筿摸计   	20030508	  -2.1271
M2300  	筿摸计   	20030509	   1.0838
M2300  	筿摸计   	20030512	   0.6216
M2300  	筿摸计   	20030513	   2.1197
M2300  	筿摸计   	20030514	   0.3164
M2300  	筿摸计   	20030515	  -0.1992
M2300  	筿摸计   	20030516	  -1.2473
M2300  	筿摸计   	20030519	  -0.6568
M2300  	筿摸计   	20030520	  -0.4521
M2300  	筿摸计   	20030521	  -0.7833
M2300  	筿摸计   	20030522	   1.2129
M2300  	筿摸计   	20030523	   1.9728
M2300  	筿摸计   	20030526	   2.5499
M2300  	筿摸计   	20030527	  -0.3568
M2300  	筿摸计   	20030528	   0.6672
M2300  	筿摸计   	20030529	   1.4119
M2300  	筿摸计   	20030530	   1.8758
M2300  	筿摸计   	20030602	   3.6877
M2300  	筿摸计   	20030603	  -0.1610
M2300  	筿摸计   	20030605	   1.3151
M2300  	筿摸计   	20030606	   0.5918
M2300  	筿摸计   	20030609	   2.3632
M2300  	筿摸计   	20030610	   0.5120
M2300  	筿摸计   	20030611	  -1.2349
M2300  	筿摸计   	20030612	   1.3087
M2300  	筿摸计   	20030613	   0.1489
M2300  	筿摸计   	20030616	  -0.4220
M2300  	筿摸计   	20030617	   1.8925
M2300  	筿摸计   	20030618	   1.1248
M2300  	筿摸计   	20030619	   1.8928
M2300  	筿摸计   	20030620	  -1.1054
M2300  	筿摸计   	20030623	  -2.0825
M2300  	筿摸计   	20030624	  -0.0805
M2300  	筿摸计   	20030625	   0.3698
M2300  	筿摸计   	20030626	  -0.7273
M2300  	筿摸计   	20030627	  -0.3045
M2300  	筿摸计   	20030630	  -0.4295
M2300  	筿摸计   	20030701	   3.6473
M2300  	筿摸计   	20030702	   2.2935
M2300  	筿摸计   	20030703	  -0.0542
M2300  	筿摸计   	20030704	   2.2298
M2300  	筿摸计   	20030707	   4.0880
M2300  	筿摸计   	20030708	   1.6109
M2300  	筿摸计   	20030709	  -0.8450
M2300  	筿摸计   	20030710	  -2.4004
M2300  	筿摸计   	20030711	   0.8645
M2300  	筿摸计   	20030714	   2.4555
M2300  	筿摸计   	20030715	  -0.6525
M2300  	筿摸计   	20030716	   1.4736
M2300  	筿摸计   	20030717	  -2.8421
M2300  	筿摸计   	20030718	  -0.0512
M2300  	筿摸计   	20030721	  -1.8073
M2300  	筿摸计   	20030722	   1.3924
M2300  	筿摸计   	20030723	   0.9098
M2300  	筿摸计   	20030724	   3.1428
M2300  	筿摸计   	20030725	  -0.1031
M2300  	筿摸计   	20030728	   0.3508
M2300  	筿摸计   	20030729	  -1.6164
M2300  	筿摸计   	20030730	  -1.1162
M2300  	筿摸计   	20030731	   0.5031
M2300  	筿摸计   	20030801	   2.1622
M2300  	筿摸计   	20030804	  -0.4406
M2300  	筿摸计   	20030805	  -2.7958
M2300  	筿摸计   	20030806	  -0.7488
M2300  	筿摸计   	20030807	   0.8788
M2300  	筿摸计   	20030808	  -0.8372
M2300  	筿摸计   	20030811	  -0.2443
M2300  	筿摸计   	20030812	   1.0009
M2300  	筿摸计   	20030813	   3.9811
M2300  	筿摸计   	20030814	  -0.4909
M2300  	筿摸计   	20030815	   1.1263
M2300  	筿摸计   	20030818	  -0.2520
M2300  	筿摸计   	20030819	   0.3953
M2300  	筿摸计   	20030820	   0.9092
M2300  	筿摸计   	20030821	   1.7015
M2300  	筿摸计   	20030822	   0.0277
M2300  	筿摸计   	20030825	   0.5022
M2300  	筿摸计   	20030826	  -3.0452
M2300  	筿摸计   	20030827	  -0.1420
M2300  	筿摸计   	20030828	  -0.0122
M2300  	筿摸计   	20030829	   3.1985
M2300  	筿摸计   	20030901	  -0.2324
M2300  	筿摸计   	20030902	   0.4342
M2300  	筿摸计   	20030903	  -0.9040
M2300  	筿摸计   	20030904	  -0.9202
M2300  	筿摸计   	20030905	   0.7446
M2300  	筿摸计   	20030908	   2.5629
M2300  	筿摸计   	20030909	  -0.1588
M2300  	筿摸计   	20030910	  -0.1552
M2300  	筿摸计   	20030912	  -0.0427
M2300  	筿摸计   	20030915	  -0.5988
M2300  	筿摸计   	20030916	   1.3064
M2300  	筿摸计   	20030917	   1.3707
M2300  	筿摸计   	20030918	   0.2285
M2300  	筿摸计   	20030919	  -0.2888
M2300  	筿摸计   	20030922	  -2.4429
M2300  	筿摸计   	20030923	   0.2305
M2300  	筿摸计   	20030924	   0.1481
M2300  	筿摸计   	20030925	  -1.2181
M2300  	筿摸计   	20030926	  -0.7289
M2300  	筿摸计   	20030929	  -0.1945
M2300  	筿摸计   	20030930	  -0.1988
M2300  	筿摸计   	20031001	  -0.5220
M2300  	筿摸计   	20031002	   2.4713
M2300  	筿摸计   	20031003	   0.6723
M2300  	筿摸计   	20031006	   0.8309
M2300  	筿摸计   	20031007	  -0.3889
M2300  	筿摸计   	20031008	  -1.0862
M2300  	筿摸计   	20031009	   0.6566
M2300  	筿摸计   	20031013	   0.6872
M2300  	筿摸计   	20031014	  -0.9640
M2300  	筿摸计   	20031015	   0.4906
M2300  	筿摸计   	20031016	   2.0226
M2300  	筿摸计   	20031017	  -0.1709
M2300  	筿摸计   	20031020	   0.0533
M2300  	筿摸计   	20031021	  -0.6806
M2300  	筿摸计   	20031022	   0.0153
M2300  	筿摸计   	20031023	  -1.6115
M2300  	筿摸计   	20031024	  -0.3151
M2300  	筿摸计   	20031027	   0.6674
M2300  	筿摸计   	20031028	   1.7407
M2300  	筿摸计   	20031029	   0.6059
M2300  	筿摸计   	20031030	  -0.0303
M2300  	筿摸计   	20031031	  -2.1899
M2300  	筿摸计   	20031103	   0.2130
M2300  	筿摸计   	20031104	   0.5334
M2300  	筿摸计   	20031105	   0.6306
M2300  	筿摸计   	20031106	  -0.9590
M2300  	筿摸计   	20031107	   1.3232
M2300  	筿摸计   	20031110	  -0.2437
M2300  	筿摸计   	20031111	  -1.0190
M2300  	筿摸计   	20031112	  -0.3162
M2300  	筿摸计   	20031113	   1.3268
M2300  	筿摸计   	20031114	  -0.0993
M2300  	筿摸计   	20031117	  -1.6393
M2300  	筿摸计   	20031118	  -0.4545
M2300  	筿摸计   	20031119	  -1.8421
M2300  	筿摸计   	20031120	  -1.1013
M2300  	筿摸计   	20031121	   0.0040
M2300  	筿摸计   	20031124	  -0.5065
M2300  	筿摸计   	20031125	   0.9819
M2300  	筿摸计   	20031126	  -0.1200
M2300  	筿摸计   	20031127	  -2.0271
M2300  	筿摸计   	20031128	   0.5888
M2300  	筿摸计   	20031201	   1.4675
M2300  	筿摸计   	20031202	   1.1578
M2300  	筿摸计   	20031203	  -0.0317
M2300  	筿摸计   	20031204	   0.6061
M2300  	筿摸计   	20031205	  -0.7206
M2300  	筿摸计   	20031208	  -1.3525
M2300  	筿摸计   	20031209	  -0.1689
M2300  	筿摸计   	20031210	  -1.5144
M2300  	筿摸计   	20031211	   0.8383
M2300  	筿摸计   	20031212	  -0.2271
M2300  	筿摸计   	20031215	   1.3983
M2300  	筿摸计   	20031216	  -1.1345
M2300  	筿摸计   	20031217	  -2.5909
M2300  	筿摸计   	20031218	   0.0458
M2300  	筿摸计   	20031219	  -0.2829
M2300  	筿摸计   	20031222	   1.3685
M2300  	筿摸计   	20031223	   0.2758
M2300  	筿摸计   	20031224	   0.2750
M2300  	筿摸计   	20031225	  -0.2251
M2300  	筿摸计   	20031226	   0.1969
M2300  	筿摸计   	20031229	  -0.5978
M2300  	筿摸计   	20031230	   1.5159
M2300  	筿摸计   	20031231	   0.1096
M2300  	筿摸计   	20040102	   2.3023
M2300  	筿摸计   	20040105	   0.8400
M2300  	筿摸计   	20040106	   0.0314
M2300  	筿摸计   	20040107	   0.2003
M2300  	筿摸计   	20040108	   0.5449
M2300  	筿摸计   	20040109	   1.9494
M2300  	筿摸计   	20040112	   0.2868
M2300  	筿摸计   	20040113	  -0.0305
M2300  	筿摸计   	20040114	   0.7896
M2300  	筿摸计   	20040115	  -0.5298
M2300  	筿摸计   	20040116	  -0.4642
M2300  	筿摸计   	20040127	   1.5940
M2300  	筿摸计   	20040128	   0.3424
M2300  	筿摸计   	20040129	  -0.5400
M2300  	筿摸计   	20040130	   0.6824
M2300  	筿摸计   	20040202	  -1.1009
M2300  	筿摸计   	20040203	  -1.2873
M2300  	筿摸计   	20040204	  -0.4104
M2300  	筿摸计   	20040205	  -0.1810
M2300  	筿摸计   	20040206	   0.8102
M2300  	筿摸计   	20040209	   1.7453
M2300  	筿摸计   	20040210	  -0.6771
M2300  	筿摸计   	20040211	  -0.7272
M2300  	筿摸计   	20040212	   0.6028
M2300  	筿摸计   	20040213	   0.3716
M2300  	筿摸计   	20040216	  -0.8539
M2300  	筿摸计   	20040217	   0.3658
M2300  	筿摸计   	20040218	   1.7086
M2300  	筿摸计   	20040219	   1.0042
M2300  	筿摸计   	20040220	   0.3511
M2300  	筿摸计   	20040223	  -0.2541
M2300  	筿摸计   	20040224	  -1.4991
M2300  	筿摸计   	20040225	   1.1433
M2300  	筿摸计   	20040226	   0.9784
M2300  	筿摸计   	20040227	   0.3817
M2300  	筿摸计   	20040301	   1.4406
M2300  	筿摸计   	20040302	   1.6400
M2300  	筿摸计   	20040303	  -0.7695
M2300  	筿摸计   	20040304	   1.5474
M2300  	筿摸计   	20040305	  -0.5209
M2300  	筿摸计   	20040308	  -0.4988
M2300  	筿摸计   	20040309	   0.4942
M2300  	筿摸计   	20040310	  -1.7124
M2300  	筿摸计   	20040311	   0.0540
M2300  	筿摸计   	20040312	  -1.6513
M2300  	筿摸计   	20040315	  -2.3192
M2300  	筿摸计   	20040316	  -0.4793
M2300  	筿摸计   	20040317	   0.0452
M2300  	筿摸计   	20040318	   3.2497
M2300  	筿摸计   	20040319	   0.4299
M2300  	筿摸计   	20040322	  -6.6959
M2300  	筿摸计   	20040323	  -3.2150
M2300  	筿摸计   	20040324	   2.0084
M2300  	筿摸计   	20040325	  -1.1340
M2300  	筿摸计   	20040326	   0.2191
M2300  	筿摸计   	20040329	   5.4683
M2300  	筿摸计   	20040330	  -0.2223
M2300  	筿摸计   	20040331	  -0.0038
M2300  	筿摸计   	20040401	   0.9139
M2300  	筿摸计   	20040402	  -0.0636
M2300  	筿摸计   	20040405	   2.9921
M2300  	筿摸计   	20040406	  -0.7999
M2300  	筿摸计   	20040407	   0.0623
M2300  	筿摸计   	20040408	   0.2747
M2300  	筿摸计   	20040409	  -0.4749
M2300  	筿摸计   	20040412	   2.3894
M2300  	筿摸计   	20040413	  -0.0215
M2300  	筿摸计   	20040414	   2.3736
M2300  	筿摸计   	20040415	  -2.3221
M2300  	筿摸计   	20040416	   1.5454
M2300  	筿摸计   	20040419	  -0.6427
M2300  	筿摸计   	20040420	   0.0924
M2300  	筿摸计   	20040421	  -0.2841
M2300  	筿摸计   	20040422	  -0.9543
M2300  	筿摸计   	20040423	   0.5788
M2300  	筿摸计   	20040426	  -0.4289
M2300  	筿摸计   	20040427	  -0.9692
M2300  	筿摸计   	20040428	  -1.4608
M2300  	筿摸计   	20040429	  -1.9717
M2300  	筿摸计   	20040430	  -4.3268
M2300  	筿摸计   	20040503	  -1.2120
M2300  	筿摸计   	20040504	   2.3823
M2300  	筿摸计   	20040505	  -5.6387
M2300  	筿摸计   	20040506	   0.5178
M2300  	筿摸计   	20040507	   2.0075
M2300  	筿摸计   	20040510	  -3.6234
M2300  	筿摸计   	20040511	   0.8942
M2300  	筿摸计   	20040512	   1.9456
M2300  	筿摸计   	20040513	  -0.7318
M2300  	筿摸计   	20040514	  -2.8838
M2300  	筿摸计   	20040517	  -5.1797
M2300  	筿摸计   	20040518	   1.6366
M2300  	筿摸计   	20040519	   5.4226
M2300  	筿摸计   	20040520	  -0.7761
M2300  	筿摸计   	20040521	   2.4505
M2300  	筿摸计   	20040524	  -0.1827
M2300  	筿摸计   	20040525	   0.3621
M2300  	筿摸计   	20040526	   1.1918
M2300  	筿摸计   	20040527	  -0.1322
M2300  	筿摸计   	20040528	   1.8331
M2300  	筿摸计   	20040531	  -3.1079
M2300  	筿摸计   	20040601	   0.2602
M2300  	筿摸计   	20040602	  -2.1815
M2300  	筿摸计   	20040603	  -3.9048
M2300  	筿摸计   	20040604	   0.8110
M2300  	筿摸计   	20040607	   3.4617
M2300  	筿摸计   	20040608	   0.7072
M2300  	筿摸计   	20040609	  -0.8214
M2300  	筿摸计   	20040610	  -2.7329
M2300  	筿摸计   	20040611	  -3.0694
M2300  	筿摸计   	20040614	  -2.5912
M2300  	筿摸计   	20040615	   1.2084
M2300  	筿摸计   	20040616	  -1.1627
M2300  	筿摸计   	20040617	   2.2537
M2300  	筿摸计   	20040618	  -2.0629
M2300  	筿摸计   	20040621	  -0.9542
M2300  	筿摸计   	20040623	   2.5629
M2300  	筿摸计   	20040624	   1.3912
M2300  	筿摸计   	20040625	   0.4807
M2300  	筿摸计   	20040628	  -1.6178
M2300  	筿摸计   	20040629	   0.5923
M2300  	筿摸计   	20040630	   2.0083
M2300  	筿摸计   	20040701	  -0.1723
M2300  	筿摸计   	20040702	  -2.3993
M2300  	筿摸计   	20040705	  -2.2417
M2300  	筿摸计   	20040706	   1.5694
M2300  	筿摸计   	20040707	  -0.6813
M2300  	筿摸计   	20040708	  -0.3676
M2300  	筿摸计   	20040709	   1.8135
M2300  	筿摸计   	20040712	  -0.9901
M2300  	筿摸计   	20040713	  -2.3481
M2300  	筿摸计   	20040714	  -0.7589
M2300  	筿摸计   	20040715	  -1.7827
M2300  	筿摸计   	20040716	  -1.0928
M2300  	筿摸计   	20040719	  -1.0527
M2300  	筿摸计   	20040720	  -3.2012
M2300  	筿摸计   	20040721	   2.7180
M2300  	筿摸计   	20040722	  -0.1687
M2300  	筿摸计   	20040723	   0.2897
M2300  	筿摸计   	20040726	  -1.1072
M2300  	筿摸计   	20040727	   1.7670
M2300  	筿摸计   	20040728	  -0.2200
M2300  	筿摸计   	20040729	  -1.1937
M2300  	筿摸计   	20040730	   1.5623
M2300  	筿摸计   	20040802	  -1.7484
M2300  	筿摸计   	20040803	   0.7488
M2300  	筿摸计   	20040804	  -0.5019
M2300  	筿摸计   	20040805	   3.5796
M2300  	筿摸计   	20040806	  -0.4870
M2300  	筿摸计   	20040809	  -0.1835
M2300  	筿摸计   	20040810	  -0.7920
M2300  	筿摸计   	20040811	  -0.0523
M2300  	筿摸计   	20040812	  -0.3899
M2300  	筿摸计   	20040813	   0.1098
M2300  	筿摸计   	20040816	  -1.0203
M2300  	筿摸计   	20040817	  -0.2071
M2300  	筿摸计   	20040818	   2.1046
M2300  	筿摸计   	20040819	   3.7914
M2300  	筿摸计   	20040820	   0.2915
M2300  	筿摸计   	20040823	   0.8765
M2300  	筿摸计   	20040826	   2.8858
M2300  	筿摸计   	20040827	  -0.3588
M2300  	筿摸计   	20040830	  -1.0628
M2300  	筿摸计   	20040831	  -0.8478
M2300  	筿摸计   	20040901	   1.5937
M2300  	筿摸计   	20040902	  -0.5023
M2300  	筿摸计   	20040903	  -2.8211
M2300  	筿摸计   	20040906	  -0.2233
M2300  	筿摸计   	20040907	   0.8039
M2300  	筿摸计   	20040908	  -0.6208
M2300  	筿摸计   	20040909	   0.2599
M2300  	筿摸计   	20040910	   0.3365
M2300  	筿摸计   	20040913	   1.4367
M2300  	筿摸计   	20040914	   0.2636
M2300  	筿摸计   	20040915	  -0.4635
M2300  	筿摸计   	20040916	   0.5731
M2300  	筿摸计   	20040917	  -1.0506
M2300  	筿摸计   	20040920	  -0.4949
M2300  	筿摸计   	20040921	   1.1619
M2300  	筿摸计   	20040922	   0.2369
M2300  	筿摸计   	20040923	  -0.2229
M2300  	筿摸计   	20040924	  -1.2557
M2300  	筿摸计   	20040927	  -1.5703
M2300  	筿摸计   	20040929	  -0.4690
M2300  	筿摸计   	20040930	   0.3234
M2300  	筿摸计   	20041001	   0.8150
M2300  	筿摸计   	20041004	   2.4572
M2300  	筿摸计   	20041005	   0.0624
M2300  	筿摸计   	20041006	   0.1604
M2300  	筿摸计   	20041007	  -0.0400
M2300  	筿摸计   	20041008	  -0.9077
M2300  	筿摸计   	20041011	  -0.9160
M2300  	筿摸计   	20041012	  -1.6360
M2300  	筿摸计   	20041013	  -0.5483
M2300  	筿摸计   	20041014	  -0.3613
M2300  	筿摸计   	20041015	  -0.9671
M2300  	筿摸计   	20041018	  -1.2207
M2300  	筿摸计   	20041019	   1.8774
M2300  	筿摸计   	20041020	  -0.8444
M2300  	筿摸计   	20041021	   0.1929
M2300  	筿摸计   	20041022	   0.2771
M2300  	筿摸计   	20041026	  -3.1282
M2300  	筿摸计   	20041027	  -1.1022
M2300  	筿摸计   	20041028	   1.4078
M2300  	筿摸计   	20041029	   1.1327
M2300  	筿摸计   	20041101	  -1.3870
M2300  	筿摸计   	20041102	   2.3683
M2300  	筿摸计   	20041103	   3.0217
M2300  	筿摸计   	20041104	   0.0825
M2300  	筿摸计   	20041105	   0.4717
M2300  	筿摸计   	20041108	  -0.4147
M2300  	筿摸计   	20041109	   0.4622
M2300  	筿摸计   	20041110	   0.3918
M2300  	筿摸计   	20041111	  -1.5474
M2300  	筿摸计   	20041112	   0.7974
M2300  	筿摸计   	20041115	   0.1829
M2300  	筿摸计   	20041116	   0.6071
M2300  	筿摸计   	20041117	   2.7266
M2300  	筿摸计   	20041118	   0.6580
M2300  	筿摸计   	20041119	  -0.2984
M2300  	筿摸计   	20041122	  -4.0266
M2300  	筿摸计   	20041123	   0.3577
M2300  	筿摸计   	20041124	   0.7904
M2300  	筿摸计   	20041125	  -0.9791
M2300  	筿摸计   	20041126	  -1.2498
M2300  	筿摸计   	20041129	  -0.2040
M2300  	筿摸计   	20041130	   0.8919
M2300  	筿摸计   	20041201	  -0.8057
M2300  	筿摸计   	20041202	   1.4389
M2300  	筿摸计   	20041203	   0.5949
M2300  	筿摸计   	20041206	   0.3457
M2300  	筿摸计   	20041207	   0.3264
M2300  	筿摸计   	20041208	  -0.9172
M2300  	筿摸计   	20041209	   0.2098
M2300  	筿摸计   	20041210	   0.2002
M2300  	筿摸计   	20041213	  -0.2498
M2300  	筿摸计   	20041214	   0.7558
M2300  	筿摸计   	20041215	   2.1238
M2300  	筿摸计   	20041216	   0.3894
M2300  	筿摸计   	20041217	  -0.4937
M2300  	筿摸计   	20041220	  -0.5094
M2300  	筿摸计   	20041221	  -0.3740
M2300  	筿摸计   	20041222	   0.1698
M2300  	筿摸计   	20041223	   0.0937
M2300  	筿摸计   	20041224	   0.3387
M2300  	筿摸计   	20041227	  -0.7418
M2300  	筿摸计   	20041228	   0.4520
M2300  	筿摸计   	20041229	   1.2875
M2300  	筿摸计   	20041230	   0.2507
M2300  	筿摸计   	20041231	   0.8731
M2300  	筿摸计   	20050103	  -0.5132
M2300  	筿摸计   	20050104	  -1.7007
M2300  	筿摸计   	20050105	  -1.1297
M2300  	筿摸计   	20050106	  -0.3419
M2300  	筿摸计   	20050107	  -0.9615
M2300  	筿摸计   	20050110	   0.3373
M2300  	筿摸计   	20050111	   0.5133
M2300  	筿摸计   	20050112	  -1.9432
M2300  	筿摸计   	20050113	  -1.1199
M2300  	筿摸计   	20050114	   0.2237
M2300  	筿摸计   	20050117	   1.7021
M2300  	筿摸计   	20050118	  -0.2972
M2300  	筿摸计   	20050119	  -0.6879
M2300  	筿摸计   	20050120	   0.4757
M2300  	筿摸计   	20050121	  -0.6205
M2300  	筿摸计   	20050124	  -1.4985
M2300  	筿摸计   	20050125	   0.4414
M2300  	筿摸计   	20050126	   1.7623
M2300  	筿摸计   	20050127	   0.1194
M2300  	筿摸计   	20050128	   1.2021
M2300  	筿摸计   	20050131	   2.4437
M2300  	筿摸计   	20050201	  -0.0974
M2300  	筿摸计   	20050202	   1.0100
M2300  	筿摸计   	20050203	   0.2412
M2300  	筿摸计   	20050214	   1.9294
M2300  	筿摸计   	20050215	   0.3820
M2300  	筿摸计   	20050216	   0.8039
M2300  	筿摸计   	20050217	  -1.5101
M2300  	筿摸计   	20050218	   1.4256
M2300  	筿摸计   	20050221	   0.1359
M2300  	筿摸计   	20050222	  -0.8651
M2300  	筿摸计   	20050223	   0.5946
M2300  	筿摸计   	20050224	  -0.2254
M2300  	筿摸计   	20050225	   1.2146
M2300  	筿摸计   	20050301	  -0.3453
M2300  	筿摸计   	20050302	  -0.4606
M2300  	筿摸计   	20050303	  -0.4330
M2300  	筿摸计   	20050304	  -0.3112
M2300  	筿摸计   	20050307	   0.2994
M2300  	筿摸计   	20050308	  -0.0597
M2300  	筿摸计   	20050309	   0.6656
M2300  	筿摸计   	20050310	  -0.2161
M2300  	筿摸计   	20050311	   0.5394
M2300  	筿摸计   	20050314	  -0.9548
M2300  	筿摸计   	20050315	  -2.1113
M2300  	筿摸计   	20050316	   0.5098
M2300  	筿摸计   	20050317	  -1.1532
M2300  	筿摸计   	20050318	   0.1447
M2300  	筿摸计   	20050321	   0.3854
M2300  	筿摸计   	20050322	  -0.5541
M2300  	筿摸计   	20050323	   0.3685
M2300  	筿摸计   	20050324	   0.1530
M2300  	筿摸计   	20050325	   1.2874
M2300  	筿摸计   	20050328	  -0.0560
M2300  	筿摸计   	20050329	  -1.6296
M2300  	筿摸计   	20050330	  -0.0964
M2300  	筿摸计   	20050331	   1.4213
M2300  	筿摸计   	20050401	   1.1159
M2300  	筿摸计   	20050404	  -0.4021
M2300  	筿摸计   	20050406	  -0.1847
M2300  	筿摸计   	20050407	  -0.4389
M2300  	筿摸计   	20050408	   1.2792
M2300  	筿摸计   	20050411	  -0.8406
M2300  	筿摸计   	20050412	   0.4346
M2300  	筿摸计   	20050413	   0.1500
M2300  	筿摸计   	20050414	  -0.3722
M2300  	筿摸计   	20050415	  -0.8889
M2300  	筿摸计   	20050418	  -3.0156
M2300  	筿摸计   	20050419	   0.4870
M2300  	筿摸计   	20050420	  -1.5338
M2300  	筿摸计   	20050421	   0.4560
M2300  	筿摸计   	20050422	   0.4629
M2300  	筿摸计   	20050425	  -0.0537
M2300  	筿摸计   	20050426	   1.5443
M2300  	筿摸计   	20050427	  -0.1367
M2300  	筿摸计   	20050428	   1.0727
M2300  	筿摸计   	20050429	  -0.8211
M2300  	筿摸计   	20050503	  -0.3831
M2300  	筿摸计   	20050504	  -0.1636
M2300  	筿摸计   	20050505	   2.6566
M2300  	筿摸计   	20050506	   1.2983
M2300  	筿摸计   	20050509	   0.3151
M2300  	筿摸计   	20050510	  -0.3735
M2300  	筿摸计   	20050511	  -0.6859
M2300  	筿摸计   	20050512	   0.4161
M2300  	筿摸计   	20050513	   1.0467
M2300  	筿摸计   	20050516	  -0.4228
M2300  	筿摸计   	20050517	  -0.3397
M2300  	筿摸计   	20050518	   0.1789
M2300  	筿摸计   	20050519	   1.9987
M2300  	筿摸计   	20050520	  -0.3419
M2300  	筿摸计   	20050523	  -1.5437
M2300  	筿摸计   	20050524	   0.5141
M2300  	筿摸计   	20050525	  -0.3466
M2300  	筿摸计   	20050526	   1.1751
M2300  	筿摸计   	20050527	   1.5681
M2300  	筿摸计   	20050530	   0.5201
M2300  	筿摸计   	20050531	   0.2012
M2300  	筿摸计   	20050601	  -0.7295
M2300  	筿摸计   	20050602	   1.0445
M2300  	筿摸计   	20050603	   1.2953
M2300  	筿摸计   	20050606	   0.0968
M2300  	筿摸计   	20050607	  -0.3224
M2300  	筿摸计   	20050608	   1.3018
M2300  	筿摸计   	20050609	  -0.5907
M2300  	筿摸计   	20050610	   0.9234
M2300  	筿摸计   	20050613	   0.6802
M2300  	筿摸计   	20050614	  -0.8139
M2300  	筿摸计   	20050615	   0.8803
M2300  	筿摸计   	20050616	   0.9714
M2300  	筿摸计   	20050617	   0.2933
M2300  	筿摸计   	20050620	   0.0741
M2300  	筿摸计   	20050621	  -0.6702
M2300  	筿摸计   	20050622	   1.4631
M2300  	筿摸计   	20050623	   0.1778
M2300  	筿摸计   	20050624	  -0.7333
M2300  	筿摸计   	20050627	  -0.8242
M2300  	筿摸计   	20050628	   0.1490
M2300  	筿摸计   	20050629	  -1.6988
M2300  	筿摸计   	20050630	   0.5575
M2300  	筿摸计   	20050701	   1.0969
M2300  	筿摸计   	20050704	   0.2311
M2300  	筿摸计   	20050705	  -0.2657
M2300  	筿摸计   	20050706	   0.1136
M2300  	筿摸计   	20050707	  -0.3014
M2300  	筿摸计   	20050708	  -0.0550
M2300  	筿摸计   	20050711	   2.5609
M2300  	筿摸计   	20050712	   1.1489
M2300  	筿摸计   	20050713	   0.5906
M2300  	筿摸计   	20050714	   1.0915
M2300  	筿摸计   	20050715	  -0.6516
M2300  	筿摸计   	20050719	   0.4909
M2300  	筿摸计   	20050720	  -0.1193
M2300  	筿摸计   	20050721	   0.0821
M2300  	筿摸计   	20050722	  -1.3020
M2300  	筿摸计   	20050725	   0.4725
M2300  	筿摸计   	20050726	  -0.3837
M2300  	筿摸计   	20050727	  -0.8800
M2300  	筿摸计   	20050728	   1.5127
M2300  	筿摸计   	20050729	  -1.1936
M2300  	筿摸计   	20050801	   0.1482
M2300  	筿摸计   	20050802	   0.3528
M2300  	筿摸计   	20050803	   2.5325
M2300  	筿摸计   	20050804	  -0.1954
M2300  	筿摸计   	20050808	  -0.9160
M2300  	筿摸计   	20050809	  -0.2498
M2300  	筿摸计   	20050810	  -0.2952
M2300  	筿摸计   	20050811	  -0.2324
M2300  	筿摸计   	20050812	  -1.0707
M2300  	筿摸计   	20050815	  -2.2292
M2300  	筿摸计   	20050816	   0.1981
M2300  	筿摸计   	20050817	   0.4381
M2300  	筿摸计   	20050818	  -0.6523
M2300  	筿摸计   	20050819	  -1.0878
M2300  	筿摸计   	20050822	   1.0251
M2300  	筿摸计   	20050823	  -0.4160
M2300  	筿摸计   	20050824	  -1.1556
M2300  	筿摸计   	20050825	  -0.1659
M2300  	筿摸计   	20050826	   0.4985
M2300  	筿摸计   	20050829	  -1.9369
M2300  	筿摸计   	20050830	  -0.9755
M2300  	筿摸计   	20050831	   0.6081
M2300  	筿摸计   	20050902	   1.3499
M2300  	筿摸计   	20050905	  -0.2266
M2300  	筿摸计   	20050906	   0.9165
M2300  	筿摸计   	20050907	   0.0987
M2300  	筿摸计   	20050908	   0.4339
M2300  	筿摸计   	20050909	  -0.3339
M2300  	筿摸计   	20050912	   1.5882
M2300  	筿摸计   	20050913	  -0.0194
M2300  	筿摸计   	20050914	  -0.5238
M2300  	筿摸计   	20050915	  -1.5563
M2300  	筿摸计   	20050916	  -1.1332
M2300  	筿摸计   	20050919	   0.2084
M2300  	筿摸计   	20050920	   1.9076
M2300  	筿摸计   	20050921	  -0.7809
M2300  	筿摸计   	20050922	  -1.9104
M2300  	筿摸计   	20050923	  -1.1169
M2300  	筿摸计   	20050926	   0.3140
M2300  	筿摸计   	20050927	   0.7033
M2300  	筿摸计   	20050928	  -0.0686
M2300  	筿摸计   	20050929	   1.7491
M2300  	筿摸计   	20050930	   1.7706
M2300  	筿摸计   	20051003	   0.4447
M2300  	筿摸计   	20051004	   0.7767
M2300  	筿摸计   	20051005	   0.3391
M2300  	筿摸计   	20051006	  -0.6030
M2300  	筿摸计   	20051007	  -0.2318
M2300  	筿摸计   	20051011	  -0.6778
M2300  	筿摸计   	20051012	  -2.2227
M2300  	筿摸计   	20051013	  -1.0090
M2300  	筿摸计   	20051014	  -0.3545
M2300  	筿摸计   	20051017	  -2.7816
M2300  	筿摸计   	20051018	   0.3535
M2300  	筿摸计   	20051019	  -2.7724
M2300  	筿摸计   	20051020	   1.9691
M2300  	筿摸计   	20051021	  -0.3260
M2300  	筿摸计   	20051024	  -0.0210
M2300  	筿摸计   	20051025	  -0.1300
